msgid,msgstr
Serial No {0} does not exists,Sériové číslo {0} neexistuje
Serial No {0} is already added,Sériové číslo {0} je už pridané
Serial No {0} is under maintenance contract upto {1},Sériové číslo {0} je pod údržbovou zmluvou do {1}
Serial No {0} is under warranty upto {1},Sériové číslo {0} je v záruke do {1}
Serial No {0} not found,Sériové číslo {0} nebolo nájdené
Serial No: {0} has already been transacted into another POS Invoice.,Sériové číslo: {0} už bolo spracované do inej faktúry POS.
Serial Nos,Sériové č.
Serial Nos / Batch Nos,Sériové čísla / Dávkové čísla
Serial Nos Mismatch,Nezhoda sériových čísel
Serial Nos and Batches,Sériové čísla a šarže
Serial Nos are created successfully,Sériové čísla boli úspešne vytvorené
"Serial Nos are reserved in Stock Reservation Entries, you need to unreserve them before proceeding.","Sériové čísla sú rezervované v záznamoch rezervácie zásob, je potrebné ich odrezervovať pred pokračovaním."
Serial Number Series,Séria sériových čísel
Serial and Batch,Séria a Šarža
Serial and Batch Bundle,Sériový a skupinový balík
Serial and Batch Bundle created,Séria a dávkový balík vytvorený
Serial and Batch Bundle updated,Aktualizovaný balík sérií a šarží
Serial and Batch Bundle {0} is already used in {1} {2}.,Séria a dávka balíka {0} sa už používa v {1} {2}.
Serial and Batch Details,Sériové a dávkové detaily
Serial and Batch Entry,Sériový a šaržový záznam
Serial and Batch No,Sériové a číselné číslo a číslo šarže
Serial and Batch Nos,Sériové a šaržové čísla
Serial and Batch Nos will be auto-reserved based on <b>Pick Serial / Batch Based On</b>,Sériové a šaržové čísla budú automaticky rezervované na základe <b>Výber sériového / šaržového čísla založený na</b>
Serial and Batch Reservation,Sériová a Dávková Rezervácia
Serial and Batch Summary,Súhrn sérií a šarží
Serial number {0} entered more than once,Sériové číslo {0} bolo zadané viackrát
Series,Séria
Series for Asset Depreciation Entry (Journal Entry),Séria pre záznam o odpise majetku (účtovný zápis)
Series is mandatory,Séria je povinná
Service,Služba
Service Address,Adresa servisu
Service Cost Per Qty,Náklady na službu za množstvo
Service Day,Deň služby
Service End Date,Dátum ukončenia služby
Service Expense Total Amount,Celková suma za výdavky na služby
Service Expenses,Výdavky na služby
Service Item,Položka služby
Service Item Qty,Množstvo servisnej položky
Service Item Qty / Finished Good Qty,Množstvo služby / Množstvo hotového výrobku
Service Item UOM,MJ Služby
Service Item {0} is disabled.,Položka služby {0} je zakázaná.
Service Item {0} must be a non-stock item.,Položka služby {0} musí byť nezasobeným tovarom.
Service Items,Položky služieb
Service Level Agreement,Dohoda o úrovni služby
Service Level Agreement Creation,Úroveň služby – Vytvorenie dohody
Service Level Agreement Details,Podrobnosti dohody o úrovni služieb
Service Level Agreement Status,Stav dohody o úrovni poskytovaných služieb (SLA)
Service Level Agreement for {0} {1} already exists.,Dohoda o úrovni služieb pre {0} {1} už existuje.
Service Level Agreement has been changed to {0}.,Dohoda o úrovni služieb bola zmenená na {0}.
Service Level Agreement was reset.,Úroveň poskytovaných služieb bola obnovená.
Service Level Agreements,Dohody o úrovni služieb
Service Level Name,Názov úrovne služby
Service Level Priority,Priorita úrovne služby
Service Provider,Poskytovateľ služby
Service Received But Not Billed,"Služba prijatá, ale nevyúčtovaná"
Service Start Date,Dátum začiatku služby
Service Stop Date,Dátum ukončenia služby
Service Stop Date cannot be after Service End Date,Dátum ukončenia služby nemôže byť po dátume ukončenia služby.
Service Stop Date cannot be before Service Start Date,Dátum ukončenia služby nemôže byť pred dátumom začatia služby
Services,Služby
Set Accepted Warehouse,Nastaviť akceptovaný sklad
Set Advances and Allocate (FIFO),Nastaviť zálohy a alokovať (FIFO)
Set Basic Rate Manually,Nastaviť základnú sadzbu manuálne
Set Default Supplier,Nastaviť predvoleného dodávateľa
Set Exchange Gain / Loss,Nastaviť kurzový zisk / stratu
Set From Warehouse,Nastaviť zo skladu
Set Item Group-wise budgets on this Territory. You can also include seasonality by setting the Distribution.,Nastavte rozpočty podľa skupiny položiek v tomto území. Môžete tiež zahrnúť sezónnosť nastavením distribúcie.
Set Landed Cost Based on Purchase Invoice Rate,Nastaviť obstaranú cenu na základe sadzby z nákupnej faktúry
Set Loyalty Program,Nastaviť vernostný program
Set Meta Tags,Nastaviť meta značky
Set New Release Date,Nastaviť nový dátum vydania
Set Operating Cost / Scrape Items From Sub-assemblies,Nastaviť prevádzkové náklady / Škrabané položky z podzostáv
Set Operating Cost Based On BOM Quantity,Nastaviť prevádzkové náklady na základe množstva v kusovníku (BOM)
Set Parent Row No in Items Table,Nastavte číslo nadradenej riadky v tabuľke položiek
Set Posting Date,Nastaviť dátum účtovania
Set Process Loss Item Quantity,Nastaviť množstvo položky procesu straty
Set Project Status,Nastaviť stav projektu
Set Project and all Tasks to status {0}?,Nastaviť projekt a všetky úlohy na stav {0}?
Set Quantity,Nastaviť množstvo
Set Reserve Warehouse,Nastaviť rezervný sklad
Set Response Time for Priority {0} in row {1}.,Nastavte čas odozvy pre prioritu {0} v riadku {1}.
Set Source Warehouse,Nastaviť zdrojový sklad
Set Target Warehouse,Nastaviť cieľový sklad
Set Up a Company,Nastavte spoločnosť
Set Valuation Rate Based on Source Warehouse,Nastaviť hodnotu oceňovania na základe zdrojového skladu
Set Warehouse,Nastaviť sklad
Set as Closed,Nastaviť ako uzavreté
Set as Completed,Nastaviť ako dokončené
Set as Lost,Nastaviť ako stratené
Set as Open,Nastaviť ako otvorené
Set default inventory account for perpetual inventory,Nastavte predvolený inventárny účet pre trvalý inventár
Set default {0} account for non stock items,Nastavte predvolený účet {0} pre položky mimo zásob
Set fieldname from which you want to fetch the data from the parent form.,"Nastavte názov poľa, z ktorého chcete načítať dáta z nadradeného formulára."
Set quantity of process loss item:,Nastavte množstvo položky so stratou vo výrobnom procese:
Set rate of sub-assembly item based on BOM,Nastaviť cenu súčiastky podzostavy na základe BOM
Set targets Item Group-wise for this Sales Person.,Nastavte ciele pre túto obchodnú osobu podľa skupiny položiek.
Set the Planned Start Date (an Estimated Date at which you want the Production to begin),"Nastavte plánovaný dátum začiatku (odhadovaný dátum, kedy chcete zahájiť výrobu)"
Set the status manually.,Nastavte stav manuálne.
Set this if the customer is a Public Administration company.,"Nastavte toto, ak je zákazník spoločnosťou verejnej správy."
Set up your Warehouse,Nastavte svoj sklad
Set {0} in asset category {1} for company {2},Nastavte {0} v kategórii aktív {1} pre spoločnosť {2}
Set {0} in asset category {1} or company {2},Nastavte {0} v kategórii majetku {1} alebo spoločnosti {2}
Set {0} in company {1},Nastaviť {0} v spoločnosti {1}
Sets 'Accepted Warehouse' in each row of the Items table.,Nastaví 'Akceptovaný sklad' v každom riadku tabuľky Položky.
Sets 'Rejected Warehouse' in each row of the Items table.,"Nastaví ""Rejected Warehouse"" v každom riadku tabuľky Položky."
Sets 'Reserve Warehouse' in each row of the Supplied Items table.,"Nastaví ""Rezervný sklad"" v každom riadku tabuľky Dodávané položky."
Sets 'Source Warehouse' in each row of the items table.,Nastaví 'Zdrojový sklad' v každom riadku tabuľky položiek.
Sets 'Target Warehouse' in each row of the items table.,Nastaví „Cieľový sklad“ v každom riadku tabuľky položiek.
Sets 'Warehouse' in each row of the Items table.,"Nastaví ""Sklad"" v každom riadku tabuľky Položiek."
Setting Account Type helps in selecting this Account in transactions.,Nastavenie typu účtu pomáha pri výbere tohto účtu v transakciách.
"Setting Events to {0}, since the Employee attached to the below Sales Persons does not have a User ID{1}","Nastavovanie udalostí na {0}, pretože zamestnanec priradený k nižšie uvedeným obchodným zástupcom nemá ID používateľa{1}"
Setting Item Locations...,Nastavovanie umiestnení položiek...
Setting defaults,Nastavenie predvolieb
Setting the account as a Company Account is necessary for Bank Reconciliation,Nastavenie účtu ako firemného účtu je nevyhnutné pre bankovú zladenosť.
Setting up Taxes,Nastavenie daní
Setting up company,Nastavenie spoločnosti
Setting {} is required,Nastavenie {} je povinné
Settings,Nastavenia
Settings for Selling Module,Nastavenia pre modul predaja
Settled,Vyrovnané
Setup,Nastavenie
Setup Your Letterhead,Nastavte si hlavičkový papier
Setup a Warehouse,Nastavenie skladu
Setup your organization,Nastavte svoju organizáciu
Share Balance,Zostatok akcií
Share Ledger,Zdieľať hlavnú knihu
Share Management,Zdieľať správu
Share Transfer,Prevod akcií
Share Type,Typ podielu
Shareholder,Akcionár
Shelf Life In Days,Skladovateľnosť v dňoch
Shelf Life in Days,Doba skladovania v dňoch
Shift,Posun
Shift Factor,Posunový faktor
Shift Name,Názov zmeny
Shipment,Zásielka
Shipment Amount,Suma zásielky
Shipment Delivery Note,Doručenka zásielky
Shipment ID,ID zásielky
Shipment Information,Informácie o zásielke
Shipment Parcel,Zásielkový balík
Shipment Parcel Template,Šablóna zásielky balíka
Shipment Type,Typ zásielky
Shipment details,Podrobnosti o zásielke
Shipments,Zásielky
Shipping Account,Prepravný účet
Shipping Address,Dodacia adresa
Shipping Address Details,Podrobnosti o dodacej adrese
Shipping Address Name,Názov dodacej adresy
Shipping Address Template,Šablóna dodacej adresy
"Shipping Address does not have country, which is required for this Shipping Rule","Dodacia adresa nemá krajinu, čo je požadované pre toto pravidlo prepravy."
Shipping Amount,Suma za dopravu
Shipping City,Mesto doručenia
Shipping Country,Krajina dodania
Shipping County,Kraj doručenia
Shipping Rule,Pravidlo prepravy
Shipping Rule Condition,Podmienka prepravného pravidla
Shipping Rule Conditions,Podmienky prepravných pravidiel
Shipping Rule Country,Krajina prepravných pravidiel
Shipping Rule Label,Označenie pravidla prepravy
Shipping Rule Type,Typ pravidla prepravy
Shipping State,Dodací štát
Shipping Zipcode,Poštové smerové číslo pre doručenie
Shipping rule not applicable for country {0} in Shipping Address,Prepravné pravidlo sa nevzťahuje na krajinu {0} v dodacej adrese
Shipping rule only applicable for Buying,Pravidlo dopravy platné iba pre nákup
Shipping rule only applicable for Selling,Pravidlo prepravy sa vzťahuje len na predaj
Shopping Cart,"""Nákupný košík"""
Short Name,Krátky názov
Short Term Loan Account,Účet pre krátkodobú pôžičku
Short biography for website and other publications.,Krátka biografia pre webovú stránku a iné publikácie.
Shortage Qty,Množstvo nedostatku
Show Balances in Chart Of Accounts,Zobraziť zostatky v účtovnej osnove
Show Barcode Field in Stock Transactions,Zobraziť pole čiarového kódu v transakciách skladu
Show Cancelled Entries,Zobraziť zrušené položky
Show Completed,Zobraziť dokončené
Show Cumulative Amount,Zobraziť kumulatívnu sumu
Show Dimension Wise Stock,Zobraziť zásoby podľa dimenzií
Show Disabled Warehouses,Zobraziť deaktivované sklady
Show Document,Zobraziť dokument
Show Failed Logs,Zobraziť neúspešné záznamy
Show Future Payments,Zobraziť budúce platby
Show GL Balance,Zobraziť zostatok v hlavnej knihe
Show In Website,Zobraziť na webstránke
Show Inclusive Tax in Print,Zobraziť zahrnutú daň v tlači
Show Item Name,Zobraziť názov položky
Show Items,Zobraziť položky
Show Latest Forum Posts,Zobraziť najnovšie príspevky na fóre
Show Ledger View,Zobraziť záznamové zobrazenie
Show Linked Delivery Notes,Zobraziť prepojené dodacie listy
Show Net Values in Party Account,Zobraziť čisté hodnoty na účte strany
Show Open,Zobraziť otvorené
Show Opening Entries,Zobraziť otváracie položky
Show Operations,Zobraziť operácie
Show Pay Button in Purchase Order Portal,Zobraziť tlačidlo platby v portáli objednávok nákupu
Show Payment Details,Zobraziť podrobnosti platby
Show Payment Schedule in Print,Zobraziť platobný plán v tlači
Show Preview,Zobraziť náhľad
Show Remarks,Zobraziť poznámky
Show Return Entries,Zobraziť záznamy návratu
Show Sales Person,Zobraziť obchodného zástupcu
Show Stock Ageing Data,Zobraziť údaje o starnutí zásob
Show Taxes as Table in Print,Zobraziť dane ako tabuľku v tlači
Show Traceback,Zobraziť trasovanie chýb
Show Variant Attributes,Zobraziť atribúty variantov
Show Variants,Zobraziť varianty
Show Warehouse-wise Stock,Zobraziť skladové zásoby podľa skladov
Show exploded view,Zobraziť rozložený pohľad
Show in Website,Zobraziť na webovej stránke
Show net values in opening and closing columns,Zobraziť čisté hodnoty v stĺpcoch otvorenia a uzavretia
Show only POS,Zobraziť iba POS
Show only the Immediate Upcoming Term,Zobraziť iba bezprostredné nadchádzajúce obdobie
Show pending entries,Zobraziť čakajúce položky
Show unclosed fiscal year's P&L balances,Zobraziť zostávajúce nerozúčtované zostatky výkazu ziskov a strát za fiškálny rok
Show with upcoming revenue/expense,Zobraziť s nadchádzajúcimi príjmami/výdajmi
Show zero values,Zobraziť nulové hodnoty
Show {0},Zobraziť {0}
Signatory Position,Pozícia podpisujúcej osoby
Signed,Podpísané
Signed By (Company),Podpísané spoločnosťou (Company)
Signed On,Podpísané dňa
Signee,Podpisujúci
Signee (Company),Podpisujúci (Spoločnosť)
Signee Details,Podrobnosti podpísateľa
"Simple Python Expression, Example: doc.status == 'Open' and doc.issue_type == 'Bug'","Jednoduchý výraz v Pythone, príklad: doc.status == 'Open' a doc.issue_type == 'Bug'"
"Simple Python Expression, Example: territory != 'All Territories'","Jednoduchý výraz v Pythone, Príklad: territory != 'Všetky územia'"
"Simple Python formula applied on Reading fields.<br> Numeric eg. 1: <b>reading_1 &gt; 0.2 and reading_1 &lt; 0.5</b><br> Numeric eg. 2: <b>mean &gt; 3.5</b> (mean of populated fields)<br> Value based eg.:  <b>reading_value in (""A"", ""B"", ""C"")</b>","Jednoduchý Python vzorec aplikovaný na polia Merania.<br> Číselný príklad 1: <b>reading_1 &gt; 0.2 a reading_1 &lt; 0.5</b><br> Číselný príklad 2: <b>mean &gt; 3.5</b> (priemer vyplnených polí)<br> Príklad na hodnotu:  <b>reading_value in (""A"", ""B"", ""C"")</b>"
Simultaneous,Súčasne
Single,Slobodný/á
Single Tier Program,Program s jednou úrovňou
Single Transaction Threshold,Jednotlivý prah transakcie
Single Variant,Jedna varianta
Size,Veľkosť
Skip Available Sub Assembly Items,Preskočiť dostupné položky podzostáv
Skip Delivery Note,Preskočiť dodací list
Skip Material Transfer to WIP Warehouse,Preskočiť prenos materiálu do skladu nedokončenej výroby
Skipped,Preskočené
Skipping Tax Withholding Category {0} as there is no associated account set for Company {1} in it.,"Preskakovanie kategórie zrážky dane {0}, pretože pre spoločnosť {1} v nej nie je nastavený žiadny pridružený účet."
"Skipping {0} of {1}, {2}","Preskakovanie {0} z {1}, {2}"
Skype ID,Skype ID
Slack Webhook URL,URL Webhooku Slack
Slideshow,Prezentácia diapozitívov
Small,Malý
Smoothing Constant,Vyrovnávacia Konštanta
Social Login,Sociálne prihlásenie
Softwares,Softvér
Sold,Predané
Sold by,Predané podľa
Something went wrong please try again,"Niečo sa pokazilo, skúste to prosím znova."
"Sorry, this coupon code is no longer valid","Je nám ľúto, tento kupónový kód už nie je platný."
"Sorry, this coupon code's validity has expired","Ľutujeme, platnosť tohto kódu kupónu vypršala"
"Sorry, this coupon code's validity has not started","Je nám ľúto, platnosť tohto kódu kupónu ešte nezačala"
Source,Zdroj
Source DocType,Zdrojový DocType
Source Document Name,Názov zdrojového dokumentu
Source Document Type,Typ zdrojového dokumentu
Source Exchange Rate,Zdrojový výmenný kurz
Source Fieldname,Názov poľa zdroja
Source Location,Zdrojové umiestnenie
Source Name,Názov zdroja
Source Type,Typ zdroja
Source Warehouse,Sklad zdroja
Source Warehouse Address,Adresa skladu pre zdroj
Source Warehouse Address Link,Adresa skladu zdroja Link
Source and Target Location cannot be same,Zdrojové a cieľové umiestnenie nemôžu byť rovnaké
Source and target warehouse cannot be same for row {0},Zdrojový a cieľový sklad nemôžu byť rovnaké pre riadok {0}
Source and target warehouse must be different,Sklad pôvodu a cieľový sklad musia byť odlišné
Source of Funds (Liabilities),Zdroj financovania (Pasíva)
Source warehouse is mandatory for row {0},Sklad zdroja je povinný pre riadok {0}
Sourced by Supplier,Zabezpečené dodávateľom
South Africa VAT Account,Účet DPH Južná Afrika
South Africa VAT Settings,Nastavenia DPH pre Južnú Afriku
Spacer,Medzera
Specify Exchange Rate to convert one currency into another,Zadajte výmenný kurz na konverziu jednej meny na inú
Specify conditions to calculate shipping amount,Špecifikujte podmienky na výpočet výšky poštovného
Split,Rozdeliť
Split Asset,Rozdeliť majetok
Split Batch,Rozdeliť dávku
Split Early Payment Discount Loss into Income and Tax Loss,Rozdeliť stratu zľavy za skorú platbu na príjem a daňovú stratu
Split From,Rozdelené z
Split Issue,Rozdeliť problém
Split Qty,Rozdeliť množstvo
Split qty cannot be grater than or equal to asset qty,Množstvo delenia nemôže byť väčšie alebo rovné množstvu majetku
Splitting {0} {1} into {2} rows as per Payment Terms,Rozdelenie {0} {1} na {2} riadkov podľa platobných podmienok
Sr,Sr
Stage,Fáza
Stage Name,Názov etapy
Stale Days,Neaktuálne dni
Stale Days should start from 1.,Počet dní pred zastaraním by mal začínať od 1.
Standard Buying,Štandardný nákup
Standard Description,Štandardný popis
Standard Rated Expenses,Štandardne zdanené výdavky
Standard Selling,Štandardný predaj
Standard Selling Rate,Štandardná predajná sadzba
Standard Template,Štandardná šablóna
"Standard Terms and Conditions that can be added to Sales and Purchases. Examples: Validity of the offer, Payment Terms, Safety and Usage, etc.","Štandardné obchodné podmienky, ktoré môžu byť pridané k predajom a nákupom. Príklady: Platnosť ponuky, Platobné podmienky, Bezpečnosť a použitie, atď."
Standard rated supplies in {0},Štandardne zdaňované dodávky v {0}
"Standard tax template that can be applied to all Purchase Transactions. This template can contain a list of tax heads and also other expense heads like ""Shipping"", ""Insurance"", ""Handling"", etc.","Štandardná daňová šablóna, ktorá môže byť použitá na všetky nákupné transakcie. Táto šablóna môže obsahovať zoznam daňových hláv a tiež ďalšie položky výdavkov ako ""Doprava"", ""Poistenie"", ""Manipulácia"" atď."
"Standard tax template that can be applied to all Sales Transactions. This template can contain a list of tax heads and also other expense/income heads like ""Shipping"", ""Insurance"", ""Handling"" etc.","Štandardná daňová šablóna, ktorú možno aplikovať na všetky predajné transakcie. Táto šablóna môže obsahovať zoznam daňových hláv a tiež iné hlavy nákladov/príjmov ako ""Doručenie"", ""Poistenie"", ""Manipulácia"" atď."
Standing Name,Názov hodnotenia
Start,Štart
Start / Resume,Spustiť / Obnoviť
Start Date,Dátum začiatku
Start Date cannot be before the current date,Dátum začiatku nemôže byť pred aktuálnym dátumom
Start Date should be lower than End Date,Dátum začatia by mal byť skôr ako dátum ukončenia
Start Deletion,Začať vymazanie
Start Import,Spustiť import
Start Job,Spustiť úlohu
Start Merge,Spustiť zlučovanie
Start Reposting,Začať opätovné uverejňovanie
Start Time,Začiatok času
Start Time can't be greater than or equal to End Time for {0}.,Čas začiatku nemôže byť väčší alebo rovný času ukončenia pre {0}.
Start Year,Rok začiatku
Start Year and End Year are mandatory,Rok začiatku a rok konca sú povinné
Start and End Dates,Dátumy začiatku a konca
Start date of current invoice's period,Začiatok obdobia aktuálnej faktúry
Start date should be less than end date for Item {0},Dátum začiatku by mal byť menší ako dátum konca pre položku {0}
Start date should be less than end date for task {0},Dátum začiatku by mal byť menší ako dátum ukončenia pre úlohu {0}
Started Time,Začiatok času
Started a background job to create {1} {0},Spustená úloha na pozadí na vytvorenie {1} {0}
Starting location from left edge,Počiatočná poloha od ľavého okraja
Starting position from top edge,Počiatočná pozícia od horného okraja
State,Stav
Statement of Account,Výpis z účtu
Status,Stav
Status Details,Podrobnosti o stave
Status Illustration,Ilustrácia stavu
Status must be Cancelled or Completed,Status musí byť Zrušený alebo Dokončený
Status must be one of {0},Stav musí byť jeden z {0}
Status set to rejected as there are one or more rejected readings.,"Stav nastavený na zamietnutý, pretože existuje jedno alebo viac zamietnutých odpočtov."
Statutory info and other general information about your Supplier,Štatutárne informácie a ďalšie všeobecné informácie o vašom Dodávateľovi
Stock,Sklad
Stock Adjustment,Úprava skladu
Stock Adjustment Account,Účet pre úpravu zásob
Stock Ageing,Vek zásob
Stock Analytics,Analýza zásob
Stock Assets,`Zásoby majetku`
Stock Available,Sklad k dispozícii
Stock Balance,Stav zásob
Stock Balance Report,Prehľad stavu zásob
Stock Closing,Uzávierka zásob
Stock Consumed During Repair,Sklad spotrebovaný počas opravy
Stock Consumption Details,Podrobnosti o spotrebe zásob
Stock Details,Detaile skladu
Stock Entries already created for Work Order {0}: {1},Skladové záznamy už vytvorené pre pracovnú objednávku {0}: {1}
Stock Entry,Zápis zásob
Stock Entry (Outward GIT),Výdaj zásob (Outward GIT)
Stock Entry Child,Položka zásoby
Stock Entry Detail,Detail zásobového záznamu
Stock Entry Type,Typ skladového záznamu
Stock Entry has been already created against this Pick List,Skladová položka už bola vytvorená voči tomuto zoznamu výberu.
Stock Entry {0} created,Skladová položka {0} vytvorená
Stock Entry {0} is not submitted,Záznam zásob {0} nie je odoslaný
Stock Expenses,Skladové výdavky
Stock Frozen Upto,Zásoby zmrazené do
Stock In Hand,Skladom
Stock Items,Skladové položky
Stock Ledger,Kniha zásob
Stock Ledger Entries and GL Entries are reposted for the selected Purchase Receipts,Skladové záznamy a účtovné záznamy sú znovu zaúčtované pre vybrané nákupné prijatia.
Stock Ledger Entry,Záznam v sklade
Stock Ledger ID,ID zásobovej knihy
Stock Ledger Invariant Check,Kontrola invariantu skladovej knihy
Stock Ledger Variance,Variancia v účtovnej knihy zásob
Stock Ledger report contains every submitted stock transaction. You can use filter to narrow down ledger entries.,"Správa ""Hlavná kniha zásob"" obsahuje každú odoslanú transakciu so zásobami. Môžete použiť filter na zúženie záznamov v hlavnej knihe."
Stock Levels,Stavy zásob
Stock Liabilities,Záväzky zásob
Stock Manager,Správca zásob
Stock Movement,Pohyb zásob
Stock Planning,Plánovanie zásob
Stock Projected Qty,Sklad - Projekcia množstva
Stock Qty,Skladové množstvo
Stock Qty vs Serial No Count,Počet množstva zásob vs. počet sériových čísel
Stock Received But Not Billed,"Sklad prijatý, ale nefakturovaný"
Stock Reconciliation,Skladová korekcia
Stock Reconciliation Item,Položka zosúladenia zásob
Stock Reconciliations,Zúčtovania zásob
Stock Reports,Skladové správy
Stock Reposting Settings,Nastavenia opätovného zaúčtovania zásob
Stock Reservation,Rezervácia zásob
Stock Reservation Entries Cancelled,Záznamy o rezervácii zásob zrušené
Stock Reservation Entries Created,Vytvorené záznamy rezervácie zásob
Stock Reservation Entry,Záznam o rezervácii zásob
Stock Reservation Entry cannot be updated as it has been delivered.,"Záznam o rezervácii zásob nemožno aktualizovať, pretože bol doručený."
"Stock Reservation Entry created against a Pick List cannot be updated. If you need to make changes, we recommend canceling the existing entry and creating a new one.","Nie je možné aktualizovať záznam rezervácie zásob vytvorený voči zoznamu vyzdvihnutia. Ak potrebujete vykonať zmeny, odporúčame zrušiť existujúci záznam a vytvoriť nový."
Stock Reservation Warehouse Mismatch,Nesúlad skladu rezervácií zásob
Stock Reservation can only be created against {0}.,Rezervácia skladu môže byť vytvorená iba voči {0}.
Stock Reserved Qty (in Stock UOM),Zablokované množstvo zásob (vo skladu UOM)
Stock Settings,Nastavenia zásob
Stock Summary,Súhrn skladu
Stock Transactions,Skladové transakcie
Stock Transactions Settings,Nastavenia skladových transakcií
Stock UOM,Jednotka zásob (Stock UOM)
Stock UOM Quantity,Množstvo skladovej merné jednotky
Stock Unreservation,Nezarezervovanie zásob
Stock Uom,Skladová MJ
Stock User,Používateľ skladu
Stock Validations,Kontroly zásob
Stock Value,Hodnota zásob
Stock and Account Value Comparison,Porovnanie hodnoty zásob a účtov
Stock and Manufacturing,Sklad a Výroba
Stock cannot be reserved in group warehouse {0}.,Skladové zásoby nemožno rezervovať v skupinovom sklade {0}.
Stock cannot be reserved in the group warehouse {0}.,Sklad nie je možné rezervovať v skupinovom sklade {0}.
Stock cannot be updated against Delivery Note {0},Sklad nemožno aktualizovať pre dodací list {0}
Stock cannot be updated against Purchase Receipt {0},Zásoby nemôžu byť aktualizované voči Príjmovému dokladu {0}
Stock not available for Item {0} in Warehouse {1}.,Skladová položka {0} nie je k dispozícii v sklade {1}.
Stock quantity not enough for Item Code: {0} under warehouse {1}. Available quantity {2} {3}.,Skladové množstvo nie je dostatočné pre Kód tovaru: {0} v sklade {1}. Dostupné množstvo {2} {3}.
Stock transactions before {0} are frozen,Transakcie so skladom pred {0} sú zmrazené
Stock transactions that are older than the mentioned days cannot be modified.,"Transakcie so skladom, ktoré sú staršie ako uvedené dni, sa nedajú upraviť."
Stock will be reserved on submission of <b>Purchase Receipt</b> created against Material Request for Sales Order.,Sklad bude rezervovaný pri odoslaní <b>Príjmového dokladu</b> vytvoreného proti Materiálovej požiadavke pre Zákaznícku objednávku.
Stock/Accounts can not be frozen as processing of backdated entries is going on. Please try again later.,"Sklad/Účty nemôžu byť zmrazené, keďže prebieha spracovanie záznamov so spätne datovanými údajmi. Skúste to znova neskôr."
Stop,Zastaviť
Stop Reason,Dôvod zastavenia
Stopped,Zastavené
"Stopped Work Order cannot be cancelled, Unstop it first to cancel","Zastavenú pracovnú objednávku nie je možné zrušiť, najskôr ju odblokujte, aby ste ju mohli zrušiť."
Stores,Obchody
Straight Line,Lineárna metóda
Sub Assemblies,Podzostavy
Sub Assemblies & Raw Materials,Podzostavy & Suroviny
Sub Assembly,Podzostava
Sub Assembly Item,Položka podskupiny
Sub Assembly Item Code,Kód položky podzostavy
Sub Assembly Items,Podzostavové položky
Sub Assembly Warehouse,Sklad pre podsúčiastky
Sub Operation,Podoperácia
Sub Operations,Podoperácie
Sub Procedure,Podprocedúra
Sub-assembly BOM Count,Počet kusovníkov podzostávu
Sub-contracting,Subdodávateľstvo
Subcontract,Subdodávka
Subcontract BOM,Subdodávateľská kusovník (BOM)
Subcontract Order,Objednávka subdodávky
Subcontract Order Summary,Zhrnutie objednávky subdodávky
Subcontract Return,Vrátenie subdodávok
Subcontracted Item,Subdodávaná položka
Subcontracted Item To Be Received,"Položka na subdodávku, ktorá má byť prijatá"
Subcontracted Raw Materials To Be Transferred,Subdodávané suroviny na prenos
Subcontracting BOM,Subdodávateľská KBZ
Subcontracting Order,Subdodávateľská objednávka
Subcontracting Order (Draft) will be auto-created on submission of Purchase Order.,Objednávka na subdodávku (Návrh) bude automaticky vytvorená pri odoslaní nákupnej objednávky.
Subcontracting Order Item,Položka objednávky subdodávky
Subcontracting Order Service Item,Položka služby objednávky subdodávky
Subcontracting Order Supplied Item,Objednávka subdodávky dodaných položiek
Subcontracting Order {0} created.,Subdodávateľská objednávka {0} bola vytvorená.
Subcontracting Purchase Order,Objednávka na subdodávku
Subcontracting Receipt,Potvrdenka o subdodávkach
Subcontracting Receipt Item,Položka príjimky za subdodávku
Subcontracting Receipt Supplied Item,Dodacia položka na subdodávku
Subcontracting Settings,Nastavenia subdodávateľstva
Subdivision,Pododdiel
Subject,Predmet
Submit,Odoslať
Submit Action Failed,Odoslanie akcie zlyhalo
Submit After Import,Odoslať po importe
Submit ERR Journals?,Odoslať ERR denníky?
Submit Generated Invoices,Odoslať vygenerované faktúry
Submit Journal Entries,Odoslať účtovné zápisy
Submit this Work Order for further processing.,Odošlite túto pracovnú objednávku na ďalšie spracovanie.
Submitted,Odoslané
Subscription,Predplatné
Subscription End Date,Dátum ukončenia predplatného
Subscription End Date is mandatory to follow calendar months,Dátum ukončenia predplatného je povinný na dodržiavanie kalendárnych mesiacov
Subscription End Date must be after {0} as per the subscription plan,Dátum ukončenia predplatného musí byť po {0} podľa plánu predplatného
Subscription Invoice,Faktúra za predplatné
Subscription Management,Správa predplatného
Subscription Period,Obdobie predplatného
Subscription Plan,Plán predplatného
Subscription Plan Detail,Detail plánu predplatného
Subscription Plans,"""Plány predplatného"""
Subscription Price Based On,Cena predplatného založená na
Subscription Section,Sekcia predplatného
Subscription Settings,Nastavenia predplatného
Subscription Start Date,Dátum začiatku predplatného
Subscription for Future dates cannot be processed.,Predplatné pre budúce dátumy nemožno spracovať.
Subscriptions,„Predplatné“
Subtitle,Podnadpis
Succeeded,Úspešný
Succeeded Entries,Úspešné záznamy
Success,Úspech
Success Redirect URL,URL presmerovania pri úspechu
Success Settings,Nastavenia úspechu
